id,context,question,answer0,answer1,answer2,answer3,label,pred,logits
3P4ZBJFX2V1QMZJCFJNSS94LP7XFW0##34Z02EIMITBAJYYM7Z5YR266SUB0TE##A1OPGPTQJ48XOY##Blog_338197##q1_a1##3D0LPO3EADD3B6QCDL06SYMNLPROYR,"Click start again ! Click start!Me : Are you sure ? It looks already pretty full to me . VM : * winkswinks*Me : * presses start*Milk : * jumps out of the bottle and splashes EVERYWHERE , including on my camera*So now you know why there is a tissue distributor on the side of the VM.My trophy and its pretty pink cap . Then I drank some of it ( it was delicious ) and went back home to put it in my fridge .",What would have happened had there not been a tissue distributor on hand ?,The milk would have settled and begun to smell rancid because of the heat,"The milk would have damaged my electronics , particularly my camera because it would have taken time to find something to clean the camera off",The milk would have settled and left a stain on some of my items and my eletronics,The milk would have dried on its own eventually,1,2,[-2.09    -0.343    0.8687  -0.04355]
3X2YVV51PWIEQ9OBSIK7V5OZH481W5##3X1FV8S5J0612JC3AT6G5A5G3NHGVO##AGUF6B4Q9991D##Blog_1246669##q1_a1##33CLA8O0MKP08S1X0NPMX8KCQ96FRV,I got lots of West Elm gift certificates so I can re - do our bedroom . I also got a gift certificate to Spa Nordstrom for a much needed massage . I got lots of calls and e - mails from friends .,Why is this person so fortunate ?,None of the above choices .,She made rich friends,She worked hard,It is her birthday ?,3,2,[-3.586  1.827  2.78  -1.454]
3DZKABX2ZKJLYNY4I54VQZOCE46CVT##3Z7VU45IP1WL7ORAT7AGJTE6RSD1ZM##A29RROPO0Z90XV##Blog_784919##q1_a2##3WJGKMRWVKNZ46YIRK41KDI6FCGCD5,"His pleas are unconvincing . He heard the door open and close again while he was just around the corner . He was the last one there , ultimately having worn the most after the midnight battle on the Dauntless . Layers of clothes under that brocade , a wig that had kept him in makeup for hours , it was long past the time that any of his coworkers should have been there .",Why was he the last one there ?,None of the above choices .,He was ready for his next battle .,He had prepared for the dauntless .,He needed to change out of his costume .,3,2,[-0.287  0.633  3.783  1.139]
35YHTYFL1G1D7AJ7P9IW67L7ISBFVU##3OVR4I9USQHEQ6OV9WY5Y0LWO064QZ##A2KYOM2ZGYDJGT##Blog_719081##q1_a1##3ZVPAMTJWPH6MSXSB7V4FTKORD6RGK,"Well , I had a lot of fun for my birthday , Lizzie and I started the evening at the Nitty Gritty , because on your 21st they give you a collectible mug and all the free beer you want . :D Unfortunately , the friend that I had invited along to go drinking with us did n't get back to me , so it was just her and I the whole night . I still had fun though , after we got done drinking at the gritty we headed to State St. and started walking in each bar that we saw , I managed to make it through four bars before we decided to start walking home .",Who gave the writer a collectible mug and all the free beer they wanted ?,The friend that was invited but did n't show up,None of the above choices .,A bar on State St.,Lizzie,1,3,[-2.105 -2.197 -5.28  -0.34 ]
322ZSN9Z5IY3QRH0KVYY6JO3PZUT4O##3PZDLQMM0W0FOGYWKXQMDENQ9IL2CO##A394JO4NEPCY3M##Blog_1535129##q1_a1##3BAKUKE49JQ9ID7PTOA186GIP1I1RF,"When I got to work this morning , I knew something big was afoot . All the women were swooning and had that look of ravenous hunger in their eyes . I knew that look was n't reserved for me , so I fired up my web browser and quickly figured out what had set all the hearts of the lady - folk in my building aflutter . It did n't take long to find the answer .",What might be different if the narrator did n't look on their web browser ?,It would n't take long to find the answer,They would know why the women were swooning,They would n't know why the women were swooning,They would know why the women had a look of ravenous hunger,2,3,[-3.18  -4.203 -3.69  -2.793]
32TZXEA1OLINNI6KYE2O8FH040V41A##3WRFBPLXRBM85DSZTQ15K1YL681N3R##A33PQXKQHFVF3V##Blog_1475997##q1_a1##3JY0Q5X05LKFX2OEVW1SGP6HP3DGGT,"Luckily I noticed -.- ; My grandparents had gone out for Sunday lunch and I ' m practically oblivious to everything but what 's in front of me . I think my reaction was rather robotic :/ I just looked at the smoke , picked up the dog 's water bowl that 's by the back door and just poured it over it . That was it .",What caused the pouring of the dog 's bowl ?,None of the above choices .,"a stove , that was left on , caught ablaze .",the dog was parched and needed the water .,a plant needing watering because it almost died .,1,2,[-2.494   0.2732  0.7563 -5.566 ]
32TZXEA1OLINNI6KYE2O8FH040V41A##3WRFBPLXRBM85DSZTQ15K1YL681N3R##A33PQXKQHFVF3V##Blog_1475997##q1_a2##3ABAOCJ4RAI621EE9V4ZN8UGRCYQM6,"Luckily I noticed -.- ; My grandparents had gone out for Sunday lunch and I ' m practically oblivious to everything but what 's in front of me . I think my reaction was rather robotic :/ I just looked at the smoke , picked up the dog 's water bowl that 's by the back door and just poured it over it . That was it .",What caused the pouring of the dog 's bowl ?,"a candle , that was left on , set fire to a curtain .",a plant needing watering because it almost died .,None of the above choices .,the dog was parched and needed the water .,0,3,[-1.231  -5.566  -2.494   0.7563]
3OPLMF3EU5LMZXKU9TZ3R3WETS0NL9##3WYP994K18P1EVJVJU8E8K8CK0XY6M##AO33H4GL9KZX9##Blog_897630##q1_a1##3MXX6RQ9EXJ5YZOT3EPE19N60TSP4S,"I ' m actually feeling a lot better today . As soon as I get home I ' m just going to get ready to go to work . On a weekend , I know , it sucks , but I still have colors to look over and I think I ' m going to finally be able to do that now . Along with some other things that need to be done .",How might some people describe my work ethics ?,Some people might describe my work ethics as being impeccable .,None of the above choices .,Some people might describe my work ethics as being shifty .,Some people might describe my work ethics as being undesirable .,0,3,[-1.927  -2.348  -0.45    0.3484]
31JUPBOORN21WQXQ3RAK966J48C8L3##3TK8OJTYM2JSK76VTFK37LVZZGSPV3##A2LTOS0AZ3B28A##Blog_378791##q1_a1##3YD0MU1NC4FVUI0AGT5OEQILSGSA75,"Reading the numerous and powerful responses from community organizers to political insults of their work , it occurs to me that such words slight Faith In Public Life 's work organizing diverse religious leaders across the country . We can deal with the derision -- it wo n't stand in the way of our work for the common good . But the ignorance on display presents a teachable moment .",Why are they worried about derision of their work ?,They think it 's a terrible way to criticize someone .,They think it 's a slight to people who work in the public .,They want the derision to stop so they can carry on working .,They ca n't deal with the derision .,1,0,[ 3.912 -1.076 -3.799 -2.357]
31JUPBOORN21WQXQ3RAK966J48C8L3##3TK8OJTYM2JSK76VTFK37LVZZGSPV3##A2LTOS0AZ3B28A##Blog_378791##q1_a2##3I7SHAD35OAWWJ9ZDWVTNHDLMXH7MM,"Reading the numerous and powerful responses from community organizers to political insults of their work , it occurs to me that such words slight Faith In Public Life 's work organizing diverse religious leaders across the country . We can deal with the derision -- it wo n't stand in the way of our work for the common good . But the ignorance on display presents a teachable moment .",Why are they worried about derision of their work ?,They think it 's a terrible way to criticize someone .,They want the derision to stop so they can carry on working .,They want it to be a teachable moment to others .,They ca n't deal with the derision .,2,0,[ 3.912 -3.799 -3.766 -2.357]
3Y40HMYLL1GUUHLSKDEDGSJV8Z3XU1##3MX2NQ3YCASGVMT79FC7X0N3NDD5XL##A2LTOS0AZ3B28A##Blog_189089##q1_a2##38LRF35D5NAX88DLKMJP1AIZUD3U3T,"I walked like a zombie . I nearly hugged a creepy cop zombie . It was a good time . Ended my time at the Redfish Bar , hanging out in their Voodoo Lounge ( it sounded appropriate ) and getting properly trashed on rum and cokes that just had a splash of coke in them .",Why were they dressed as a Zombie ?,They wanted to go to the Voodoo lounge to hang out with other Zombies .,None of the above choices .,"They wanted to creep cops out , so they nearly hugged one .",They wanted to celebrate the festival so they walked like a Zombie .,3,2,[-6.37  -2.94  -2.926 -4.95 ]
3Y40HMYLL1GUUHLSKDEDGSJV8Z3XU1##3MX2NQ3YCASGVMT79FC7X0N3NDD5XL##A2LTOS0AZ3B28A##Blog_189089##q2_a1##3PEG1BH7AG5O87CM51UTD67DGEIKBD,"I walked like a zombie . I nearly hugged a creepy cop zombie . It was a good time . Ended my time at the Redfish Bar , hanging out in their Voodoo Lounge ( it sounded appropriate ) and getting properly trashed on rum and cokes that just had a splash of coke in them .",Why were they at the bars ?,They were celebrating the Zombie holiday .,None of the above choices .,They were trying to track down their Zombie friends by being one .,They wanted to stay sober since there was a Zombie cop around .,0,3,[-2.39   -3.545  -3.66   -0.8184]
3Y40HMYLL1GUUHLSKDEDGSJV8Z3XU1##3MX2NQ3YCASGVMT79FC7X0N3NDD5XL##A2LTOS0AZ3B28A##Blog_189089##q2_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6MKZ6T,"I walked like a zombie . I nearly hugged a creepy cop zombie . It was a good time . Ended my time at the Redfish Bar , hanging out in their Voodoo Lounge ( it sounded appropriate ) and getting properly trashed on rum and cokes that just had a splash of coke in them .",Why were they at the bars ?,None of the above choices .,The Voodoo Lounge was having a party .,They wanted to stay sober since there was a Zombie cop around .,They were trying to track down their Zombie friends by being one .,1,2,[-3.545  -3.623  -0.8184 -3.66  ]
36818Z1KV5RDTZZNEH2Y1965MEV3AH##39ZSFO5CABBBG6D4D9HE61VDFANJU6##A2CMYWI1J292YJ##Blog_724768##q1_a1##3W0XM68YZR9NV9UU34147UU4U44K1B,He too though was enthusiastic about everything I suggested and could make a good impact if he continues to get support . The volunteer teachers were a bit of a different matter and I had to keep constantly reminding myself that they have no training and are paid barely anything . The standard of english of the teacher in St3 was very poor and certainly her teaching of english was barely worth doing as the children would be no further forward at the end of St3 as they had been at the start . This I just found very upsetting for the children as they were so desperate to learn and for the fact that from St5 they are supposed to be solely taught in english which they would not be ready for .,What kind of children am I talking about ?,Children whose parents have no training .,Children who are upset about volunteer teachers .,Children whose parents do not speak good English .,None of the above choices .,2,0,[-0.5977 -3.232  -1.566  -2.64  ]
36818Z1KV5RDTZZNEH2Y1965MEV3AH##39ZSFO5CABBBG6D4D9HE61VDFANJU6##A2CMYWI1J292YJ##Blog_724768##q1_a2##3PA41K45VPI2HM6C5CNL4L7GR0AP7E,He too though was enthusiastic about everything I suggested and could make a good impact if he continues to get support . The volunteer teachers were a bit of a different matter and I had to keep constantly reminding myself that they have no training and are paid barely anything . The standard of english of the teacher in St3 was very poor and certainly her teaching of english was barely worth doing as the children would be no further forward at the end of St3 as they had been at the start . This I just found very upsetting for the children as they were so desperate to learn and for the fact that from St5 they are supposed to be solely taught in english which they would not be ready for .,What kind of children am I talking about ?,Children who are upset about volunteer teachers .,None of the above choices .,Children whose parents have no training .,Children whose mother tongue is not English .,3,2,[-3.232  -2.64   -0.5977 -1.411 ]
36818Z1KV5RDTZZNEH2Y1965MEV3AH##39ZSFO5CABBBG6D4D9HE61VDFANJU6##A2CMYWI1J292YJ##Blog_724768##q2_a1##3IVKZBIBJ2NWN3SGA2DRQ31LSNDHSO,He too though was enthusiastic about everything I suggested and could make a good impact if he continues to get support . The volunteer teachers were a bit of a different matter and I had to keep constantly reminding myself that they have no training and are paid barely anything . The standard of english of the teacher in St3 was very poor and certainly her teaching of english was barely worth doing as the children would be no further forward at the end of St3 as they had been at the start . This I just found very upsetting for the children as they were so desperate to learn and for the fact that from St5 they are supposed to be solely taught in english which they would not be ready for .,What could be done to avoid repeating this fiasco ?,None of the above choices .,Increase the budget and hire competent teachers .,Children should involve teacher hiring process .,I suggest teachers that this job is not supposed to be for money .,1,2,[-2.723 -1.449 -0.307 -1.585]
36818Z1KV5RDTZZNEH2Y1965MEV3AH##39ZSFO5CABBBG6D4D9HE61VDFANJU6##A2CMYWI1J292YJ##Blog_724768##q2_a1##3EQVJH0T42ZX235VZ2IH08X7U6RHTD,He too though was enthusiastic about everything I suggested and could make a good impact if he continues to get support . The volunteer teachers were a bit of a different matter and I had to keep constantly reminding myself that they have no training and are paid barely anything . The standard of english of the teacher in St3 was very poor and certainly her teaching of english was barely worth doing as the children would be no further forward at the end of St3 as they had been at the start . This I just found very upsetting for the children as they were so desperate to learn and for the fact that from St5 they are supposed to be solely taught in english which they would not be ready for .,What could be done to avoid repeating this fiasco ?,volunteer teachers should pass the certain qualification test .,Children should involve teacher hiring process .,I suggest teachers that this job is not supposed to be for money .,None of the above choices .,0,1,[-1.134 -0.307 -1.585 -2.723]
